make,model,price,year,kilometers,kilowatts,engine_type,created_at
renault,clio,500.00,2002,170000,44,petrol,2020-08-01
renault,clio,500.00,2002,165204,72,petrol,2020-05-22
renault,clio,500.00,2003,188000,48,diesel,2020-09-20
renault,clio,500.00,2002,58,43,petrol,2020-06-10
renault,clio,500.00,2002,108000,43,petrol,2020-05-17
renault,clio,500.00,2001,199500,55,petrol,2020-09-01
renault,clio,500.00,2002,170000,55,petrol,2020-09-01
renault,clio,500.00,2003,174000,55,petrol,2020-09-13
renault,clio,500.00,2003,272000,55,petrol,2020-05-05
renault,clio,500.00,1999,255400,43,petrol,2020-06-14
renault,clio,500.00,1999,169478,43,petrol,2020-10-08
renault,clio,500.00,2003,187000,48,diesel,2020-08-02
renault,clio,500.00,2000,200500,43,petrol,2020-07-13
renault,clio,500.00,2003,220804,60,diesel,2020-06-24
renault,clio,500.00,2001,214500,55,petrol,2020-06-14
renault,clio,500.00,2004,190100,55,petrol,2020-05-23
renault,clio,500.00,2003,201000,55,petrol,2020-09-11
renault,clio,500.00,2002,125000,48,diesel,2020-09-25
renault,clio,500.00,2004,287921,48,diesel,2020-05-18
renault,clio,500.00,2004,245000,60,diesel,2020-05-06
renault,clio,500.00,2002,294888,55,petrol,2020-05-16
renault,clio,500.00,2003,185000,55,petrol,2020-09-23
renault,clio,500.00,2002,275552,48,diesel,2020-09-15
renault,clio,500.00,2002,210000,55,petrol,2020-07-23
renault,clio,500.00,2004,250000,55,petrol,2020-05-30
renault,clio,500.00,2003,241000,60,diesel,2020-08-15
renault,clio,500.00,2004,277061,72,petrol,2020-06-01
renault,clio,500.00,2002,235000,55,petrol,2020-10-02
renault,clio,500.00,2001,175000,72,petrol,2020-09-26
renault,clio,500.00,2003,250000,48,diesel,2020-07-14
renault,clio,500.00,2002,19800,55,petrol,2020-06-05
renault,clio,500.00,2000,134000,43,petrol,2020-07-24
renault,clio,500.00,2001,266600,55,petrol,2020-05-17
renault,clio,500.00,2000,140000,55,petrol,2020-06-11
renault,clio,500.00,2003,298000,55,petrol,2020-09-27
renault,clio,500.00,2003,109502,72,petrol,2020-05-13
renault,clio,500.00,2004,275000,48,diesel,2020-05-09
renault,clio,500.00,2002,194624,55,petrol,2020-05-09
renault,clio,500.00,2002,272000,43,petrol,2020-05-18
renault,clio,500.00,2003,300000,60,diesel,2020-09-16
renault,clio,500.00,2004,301000,43,,2020-08-19
renault,clio,500.00,1996,76000,43,petrol,2020-09-17
renault,clio,500.00,2005,305000,48,diesel,2020-06-17
renault,clio,500.00,2001,271853,72,petrol,2020-09-22
renault,clio,500.00,2003,215000,55,petrol,2020-09-30
renault,clio,500.00,2006,220000,43,petrol,2020-06-17
renault,clio,500.00,2001,260000,72,petrol,2020-04-15
renault,clio,500.00,2002,180000,60,petrol,2020-05-13
renault,clio,500.00,2001,224000,55,petrol,2020-05-01
renault,clio,500.00,2001,216000,55,petrol,2020-06-30
renault,clio,500.00,2004,224800,55,petrol,2020-05-28
renault,clio,500.00,2000,268400,55,petrol,2020-09-24
renault,clio,500.00,2005,115000,55,petrol,2020-09-02
renault,clio,510.00,2000,213000,43,petrol,2020-08-22
renault,clio,520.00,2003,186300,55,petrol,2020-05-24
renault,clio,520.00,2005,212970,72,petrol,2020-07-09
renault,clio,520.00,2003,270000,55,petrol,2020-09-23
renault,clio,520.00,2000,213000,43,petrol,2020-08-16
renault,clio,520.00,2000,148000,43,petrol,2020-07-23
renault,clio,520.00,2002,200500,55,petrol,2020-08-10
renault,clio,520.00,2002,226000,55,petrol,2020-07-15
renault,clio,520.00,2002,204100,43,petrol,2020-09-26
renault,clio,530.00,2006,58,43,petrol,2020-06-05
renault,clio,530.00,2002,204100,43,petrol,2020-09-28
renault,clio,530.00,2002,200000,55,petrol,2020-08-12
renault,clio,530.00,2002,204100,43,petrol,2020-09-18
renault,clio,530.00,2004,239400,55,petrol,2020-05-09
renault,clio,530.00,2002,204000,43,petrol,2020-09-15
renault,clio,530.00,2003,236000,48,diesel,2020-08-05
renault,clio,530.00,2002,195000,55,petrol,2020-06-22
renault,clio,530.00,2003,145000,72,petrol,2020-07-16
renault,clio,530.00,2003,145000,55,petrol,2020-07-17
renault,clio,530.00,2000,213000,43,petrol,2020-08-10
renault,clio,530.00,2002,204100,43,petrol,2020-09-24
renault,clio,540.00,2000,125000,55,petrol,2020-07-27
renault,clio,540.00,2000,130000,43,petrol,2020-07-15
renault,clio,550.00,1999,890000,43,petrol,2020-09-21
renault,clio,550.00,2000,125000,55,petrol,2020-07-24
renault,clio,550.00,2003,150000,55,petrol,2020-07-19
renault,clio,550.00,2005,207133,48,diesel,2020-09-17
renault,clio,550.00,2003,230000,55,petrol,2020-05-28
renault,clio,550.00,2002,220000,44,petrol,2020-08-01
renault,clio,550.00,2002,220000,44,petrol,2020-08-05
renault,clio,550.00,2006,249000,43,petrol,2020-06-02
renault,clio,550.00,2001,170000,55,petrol,2020-08-19
renault,clio,550.00,2000,220000,43,petrol,2020-09-29
renault,clio,550.00,2004,184000,55,petrol,2020-09-29
renault,clio,550.00,2003,220000,55,petrol,2020-10-01
renault,clio,550.00,2002,195000,55,petrol,2020-05-27
renault,clio,550.00,2006,163000,43,petrol,2020-08-13
renault,clio,550.00,2003,163000,55,petrol,2020-10-02
renault,clio,550.00,2004,189023,48,diesel,2020-06-15
renault,clio,550.00,2002,194680,55,petrol,2020-06-10
renault,clio,550.00,2001,250607,72,petrol,2020-10-03
renault,clio,550.00,2004,250000,60,diesel,2020-07-22
renault,clio,550.00,2003,190000,43,petrol,2020-07-18
renault,clio,550.00,2001,203795,72,petrol,2020-09-04
renault,clio,550.00,2007,221456,47,diesel,2020-05-02
renault,clio,550.00,2005,196000,55,petrol,2020-05-26
renault,clio,550.00,2003,280000,60,diesel,2020-10-08
renault,clio,550.00,2003,180653,55,petrol,2020-10-06
renault,clio,550.00,2002,210000,55,petrol,2020-06-07
renault,clio,550.00,2004,190,55,petrol,2020-05-11
renault,clio,550.00,2002,163000,43,petrol,2020-07-08
renault,clio,550.00,2003,177000,48,diesel,2020-10-05
renault,clio,550.00,2000,150000,43,petrol,2020-09-26
renault,clio,550.00,1998,111719,43,petrol,2020-05-17
renault,clio,550.00,1996,35500,43,petrol,2020-10-02
renault,clio,550.00,2002,196000,55,petrol,2020-05-28
renault,clio,550.00,2002,200400,55,petrol,2020-08-19
renault,clio,550.00,2004,222811,43,petrol,2020-06-12
renault,clio,550.00,2002,210000,72,petrol,2020-06-25
renault,clio,550.00,2000,260000,79,petrol,2020-09-01
renault,clio,550.00,1996,33000,43,petrol,2020-06-26
renault,clio,550.00,2006,235000,43,petrol,2020-06-12
renault,clio,550.00,2004,213427,55,petrol,2020-06-13
renault,clio,550.00,2001,205000,43,petrol,2020-05-06
renault,clio,550.00,2003,220000,55,petrol,2020-09-20
renault,clio,550.00,2004,260000,48,diesel,2020-09-09
renault,clio,550.00,2004,245776,55,petrol,2020-09-10
renault,clio,550.00,2000,186688,55,petrol,2020-05-23
renault,clio,550.00,2003,85400,72,petrol,2020-08-08
renault,clio,550.00,2002,244000,48,diesel,2020-09-28
renault,clio,550.00,2001,200000,12,petrol,2020-04-30
renault,clio,550.00,2001,193527,55,petrol,2020-06-04
renault,clio,550.00,2004,213000,55,petrol,2020-06-16
renault,clio,550.00,2002,164000,55,petrol,2020-08-26
renault,clio,550.00,2003,150000,55,petrol,2020-07-15
renault,clio,550.00,2003,192349,43,petrol,2020-06-14
renault,clio,550.00,2004,208000,55,petrol,2020-05-01
renault,clio,550.00,2002,220000,72,petrol,2020-06-16
renault,clio,550.00,2003,192349,43,petrol,2020-06-07
renault,clio,550.00,2002,251000,72,petrol,2020-06-22
renault,clio,550.00,2004,184000,55,petrol,2020-08-14
renault,clio,550.00,2004,181336,72,petrol,2020-07-20
renault,clio,550.00,2006,160070,43,petrol,2020-07-10
renault,clio,550.00,1999,890000,43,petrol,2020-09-18
renault,clio,550.00,2004,273000,60,diesel,2020-08-06
renault,clio,550.00,2003,233000,55,petrol,2020-08-06
renault,clio,550.00,2003,220000,55,petrol,2020-09-15
renault,clio,550.00,2002,211600,43,petrol,2020-09-20
renault,clio,550.00,2003,220000,55,petrol,2020-09-18
renault,clio,550.00,2003,167500,55,petrol,2020-05-02
renault,clio,550.00,2004,221000,60,diesel,2020-09-18
renault,clio,550.00,2001,124500,43,petrol,2020-06-29
renault,clio,550.00,2002,240800,43,petrol,2020-09-12
renault,clio,550.00,2004,280000,55,petrol,2020-05-13
renault,clio,550.00,2004,216000,60,diesel,2020-06-16
renault,clio,550.00,2002,158000,55,petrol,2020-06-20
renault,clio,550.00,2003,146000,72,petrol,2020-07-28
renault,clio,550.00,2005,300000,43,petrol,2020-05-18
renault,clio,550.00,2003,220000,55,petrol,2020-09-09
renault,clio,550.00,2004,230000,60,diesel,2020-05-16
renault,clio,550.00,2006,278956,43,petrol,2020-08-30
renault,clio,550.00,2003,200,72,petrol,2020-07-15
renault,clio,550.00,2004,245700,48,diesel,2020-05-19
renault,clio,550.00,2005,163000,43,petrol,2020-04-30
renault,clio,550.00,2004,270000,55,petrol,2020-07-31
renault,clio,550.00,2004,120000,55,petrol,2020-08-18
renault,clio,550.00,2002,217000,55,petrol,2020-06-24
renault,clio,550.00,2004,267000,60,diesel,2020-07-30
renault,clio,550.00,2005,269600,48,diesel,2020-09-05
renault,clio,550.00,2000,190000,43,petrol,2020-05-06
renault,clio,550.00,2001,163700,43,petrol,2020-08-02
renault,clio,550.00,2001,220000,16,petrol,2020-05-28
renault,clio,550.00,2002,150000,55,petrol,2020-08-28
renault,clio,550.00,2002,250000,72,petrol,2020-04-27
renault,clio,550.00,2001,61744,43,petrol,2020-08-30
renault,clio,550.00,2001,172000,43,petrol,2020-07-14
renault,clio,550.00,1999,210000,43,petrol,2020-04-30
renault,clio,550.00,2002,230000,55,petrol,2020-08-19
renault,clio,550.00,2002,135000,43,petrol,2020-06-29
renault,clio,550.00,2003,146399,72,petrol,2020-07-25
renault,clio,550.00,2000,200000,79,petrol,2020-08-06
renault,clio,550.00,2001,142000,72,petrol,2020-05-15
renault,clio,550.00,2000,115000,43,petrol,2020-07-10
renault,clio,550.00,2001,148900,55,petrol,2020-06-12
renault,clio,550.00,2004,250000,55,petrol,2020-08-16
renault,clio,550.00,2000,213000,43,petrol,2020-07-26
renault,clio,555.00,2001,227876,48,diesel,2020-08-20
renault,clio,560.00,2004,255000,55,petrol,2020-08-12
renault,clio,560.00,2002,200000,55,petrol,2020-08-14
renault,clio,560.00,2002,200400,55,petrol,2020-08-18
renault,clio,560.00,2004,240000,60,diesel,2020-04-29
renault,clio,560.00,2006,164000,43,petrol,2020-07-21
renault,clio,560.00,2002,234000,43,petrol,2020-09-10
renault,clio,570.00,2003,335000,72,,2020-06-21
renault,clio,570.00,2003,159447,43,petrol,2020-09-27
renault,clio,570.00,2000,182000,43,petrol,2020-07-26
renault,clio,570.00,2002,240000,72,petrol,2020-06-15
renault,clio,570.00,2001,167800,72,petrol,2020-10-06
renault,clio,570.00,2001,127000,43,petrol,2020-08-08
renault,clio,570.00,2002,220000,43,petrol,2020-09-08
renault,clio,570.00,2003,280000,82,diesel,2020-10-03
renault,clio,580.00,2003,166000,55,petrol,2020-06-02
renault,clio,580.00,2004,239500,55,petrol,2020-05-04
renault,clio,580.00,2003,187000,55,petrol,2020-10-02
renault,clio,580.00,2004,270000,55,petrol,2020-04-28
renault,clio,580.00,2005,255000,55,petrol,2020-09-09
renault,clio,580.00,2002,180000,72,petrol,2020-07-07
renault,clio,580.00,2001,91000,55,petrol,2020-05-16
renault,clio,580.00,2005,220451,48,diesel,2020-07-08
renault,clio,580.00,2000,120000,43,petrol,2020-06-29
renault,clio,580.00,2020,213457,55,petrol,2020-06-05
renault,clio,580.00,1997,67600,43,petrol,2020-07-07
renault,clio,580.00,2002,195000,72,petrol,2020-06-21
renault,clio,580.00,2002,190000,72,petrol,2020-06-11
renault,clio,590.00,2002,236000,55,petrol,2020-08-14
renault,clio,590.00,2002,184000,55,petrol,2020-07-31
renault,clio,590.00,2003,250000,55,petrol,2020-05-21
renault,clio,590.00,2002,190213,55,petrol,2020-06-29
renault,clio,590.00,2000,104000,43,petrol,2020-04-30
renault,clio,590.00,2004,220000,43,petrol,2020-06-23
renault,clio,590.00,2004,188000,48,diesel,2020-07-13
renault,clio,590.00,2005,75,55,petrol,2020-04-27
renault,clio,590.00,2005,207850,43,petrol,2020-08-14
renault,clio,590.00,2002,180000,55,petrol,2020-10-04
renault,clio,590.00,2001,141000,72,petrol,2020-06-18
renault,clio,590.00,2002,188500,72,petrol,2020-04-15
renault,clio,590.00,2004,280000,60,diesel,2020-10-02
renault,clio,590.00,2005,220000,55,petrol,2020-09-16
renault,clio,590.00,2003,182000,55,petrol,2020-08-27
renault,clio,590.00,2002,220000,72,petrol,2020-05-11
renault,clio,599.00,2004,245000,48,diesel,2020-06-10
renault,clio,599.00,2004,157500,55,petrol,2020-08-08
renault,clio,599.00,2004,188000,48,diesel,2020-07-08
renault,clio,599.00,2002,239000,72,petrol,2020-06-25
renault,clio,599.00,2003,182000,55,petrol,2020-08-29
renault,clio,599.00,2004,213647,55,petrol,2020-06-01
renault,clio,599.00,2003,183000,55,petrol,2020-09-06
renault,clio,600.00,2000,224000,43,petrol,2020-10-04
renault,clio,600.00,2003,160000,43,petrol,2020-05-25
renault,clio,600.00,2002,220,55,petrol,2020-08-13
renault,clio,600.00,2004,240000,55,petrol,2020-09-25
renault,clio,600.00,2004,170000,48,diesel,2020-05-31
renault,clio,600.00,2003,130000,43,petrol,2020-07-26
renault,clio,600.00,2004,243000,48,diesel,2020-09-04
renault,clio,600.00,2003,163444,55,petrol,2020-05-16
renault,clio,600.00,2003,183000,43,petrol,2020-06-06
renault,clio,600.00,2001,195000,72,petrol,2020-04-16
renault,clio,600.00,2004,124000,72,petrol,2020-09-10
renault,clio,600.00,2003,244000,60,diesel,2020-08-25
renault,clio,600.00,2003,194000,55,petrol,2020-09-06
renault,clio,600.00,2003,225000,60,diesel,2020-04-17
renault,clio,600.00,2020,165000,55,petrol,2020-06-01
renault,clio,600.00,2004,173673,55,petrol,2020-09-11
renault,clio,600.00,2003,194000,55,petrol,2020-09-10
renault,clio,600.00,2004,134000,55,petrol,2020-09-12
renault,clio,600.00,2002,161620,55,petrol,2020-08-22
renault,clio,600.00,2003,210000,55,petrol,2020-08-06
renault,clio,600.00,2002,150508,55,petrol,2020-09-03
renault,clio,600.00,2002,270000,55,petrol,2020-07-16
renault,clio,600.00,2002,123953,72,petrol,2020-06-28
renault,clio,600.00,2004,130000,55,petrol,2020-05-30
renault,clio,600.00,2002,283000,55,petrol,2020-08-20
renault,clio,600.00,2003,225600,48,diesel,2020-09-14
renault,clio,600.00,2003,276000,60,diesel,2020-05-02
renault,clio,600.00,2003,153000,48,diesel,2020-05-11
renault,clio,600.00,2004,255000,72,petrol,2020-07-29
renault,clio,600.00,2020,280000,72,petrol,2020-07-29
renault,clio,600.00,2004,154186,55,petrol,2020-07-25
renault,clio,600.00,2002,210000,72,petrol,2020-07-08
renault,clio,600.00,2004,232612,55,petrol,2020-05-07
renault,clio,600.00,2004,270000,55,petrol,2020-09-22
renault,clio,600.00,2004,174000,55,petrol,2020-06-16
renault,clio,600.00,2002,284200,48,diesel,2020-09-20
renault,clio,600.00,2003,169000,72,petrol,2020-09-26
renault,clio,600.00,2000,175000,43,petrol,2020-09-27
renault,clio,600.00,2002,73742,55,petrol,2020-10-01
renault,clio,600.00,1999,230083,43,petrol,2020-08-18
renault,clio,600.00,2004,238000,60,diesel,2020-05-28
renault,clio,600.00,2001,173000,43,petrol,2020-09-28
renault,clio,600.00,2005,272000,60,diesel,2020-06-04
renault,clio,600.00,2003,131000,43,petrol,2020-08-20
renault,clio,600.00,2003,181000,72,petrol,2020-08-18
renault,clio,600.00,2002,205000,55,petrol,2020-05-07
renault,clio,600.00,2002,186000,55,petrol,2020-09-26
renault,clio,600.00,2004,267000,60,diesel,2020-07-30
renault,clio,600.00,2006,187000,43,petrol,2020-10-05
renault,clio,600.00,2003,220000,72,petrol,2020-05-21
renault,clio,600.00,2002,210000,48,diesel,2020-06-13
renault,clio,600.00,2002,138000,72,petrol,2020-08-07
renault,clio,600.00,2000,90500,43,petrol,2020-05-11
renault,clio,600.00,2002,240000,55,petrol,2020-10-07
renault,clio,600.00,2005,152037,55,petrol,2020-07-31
renault,clio,600.00,2001,123316,55,petrol,2020-06-06
renault,clio,600.00,2003,85300,72,petrol,2020-08-08
renault,clio,600.00,2003,264350,55,petrol,2020-10-04
renault,clio,600.00,2003,230000,72,petrol,2020-10-06
renault,clio,600.00,2002,240000,48,diesel,2020-10-06
renault,clio,600.00,2003,223899,60,diesel,2020-05-31
renault,clio,600.00,1997,124000,55,petrol,2020-10-05
renault,clio,600.00,2004,217000,55,petrol,2020-09-24
renault,clio,600.00,2001,109000,55,petrol,2020-09-06
renault,clio,600.00,2002,240000,72,petrol,2020-08-22
renault,clio,600.00,2003,189000,55,petrol,2020-07-11
renault,clio,600.00,2001,140000,55,petrol,2020-08-05
renault,clio,600.00,2001,150000,73,petrol,2020-07-20
renault,clio,600.00,2002,177000,43,petrol,2020-07-19
renault,clio,600.00,2004,183100,72,petrol,2020-08-02
renault,clio,600.00,2004,150000,72,petrol,2020-05-13
renault,clio,600.00,2003,194000,55,petrol,2020-09-02
renault,clio,600.00,2002,100000,43,petrol,2020-06-05
renault,clio,600.00,2004,184500,60,diesel,2020-08-04
renault,clio,600.00,2002,269560,48,diesel,2020-09-05
renault,clio,610.00,2003,195000,55,petrol,2020-08-26
renault,clio,610.00,2004,179000,55,petrol,2020-09-04
renault,clio,620.00,2002,184000,55,petrol,2020-10-05
renault,clio,620.00,2004,214000,55,petrol,2020-10-04
renault,clio,620.00,2003,217000,48,diesel,2020-06-21
renault,clio,630.00,2003,236000,55,petrol,2020-08-14
renault,clio,630.00,2005,210000,55,petrol,2020-06-06
renault,clio,630.00,2002,200000,55,petrol,2020-07-25
renault,clio,630.00,2002,165000,55,petrol,2020-07-06
renault,clio,640.00,2002,260000,72,petrol,2020-10-04
renault,clio,640.00,2002,204000,55,petrol,2020-06-19
renault,clio,640.00,2003,208000,12,petrol,2020-08-29
renault,clio,650.00,1998,94679,43,petrol,2020-09-23
renault,clio,650.00,2004,25000,55,petrol,2020-05-08
renault,clio,650.00,2002,19800,55,petrol,2020-06-03
renault,clio,650.00,2000,209500,72,petrol,2020-06-29
renault,clio,650.00,2004,220000,43,petrol,2020-06-22
renault,clio,650.00,2002,212162,43,petrol,2020-06-17
renault,clio,650.00,2002,250000,72,petrol,2020-06-27
renault,clio,650.00,2004,235000,60,diesel,2020-06-12
renault,clio,650.00,2002,215000,55,petrol,2020-09-30
renault,clio,650.00,2004,147000,55,petrol,2020-08-05
renault,clio,650.00,2005,254000,55,petrol,2020-07-10
renault,clio,650.00,2003,175000,60,diesel,2020-07-12
renault,clio,650.00,2002,183000,55,petrol,2020-07-20
renault,clio,650.00,2006,220000,55,petrol,2020-06-01
renault,clio,650.00,2005,206000,48,diesel,2020-05-15
renault,clio,650.00,2003,218000,55,petrol,2020-06-29
renault,clio,650.00,2006,125000,50,diesel,2020-06-22
renault,clio,650.00,2004,206500,55,petrol,2020-07-25
renault,clio,650.00,2004,207000,48,diesel,2020-06-27
renault,clio,650.00,2001,99500,55,petrol,2020-06-04
renault,clio,650.00,1999,155000,65,petrol,2020-04-30
renault,clio,650.00,2003,192000,55,petrol,2020-05-29
renault,clio,650.00,2004,220000,60,diesel,2020-05-22
renault,clio,650.00,2002,200000,48,diesel,2020-05-02
renault,clio,650.00,2005,150000,55,petrol,2020-09-12
renault,clio,650.00,2004,200880,55,petrol,2020-08-18
renault,clio,650.00,2003,220000,55,petrol,2020-08-12
renault,clio,650.00,2003,280000,45,diesel,2020-08-06
renault,clio,650.00,2004,250000,55,petrol,2020-08-09
renault,clio,650.00,2002,188928,55,petrol,2020-07-19
renault,clio,650.00,2005,200000,48,diesel,2020-07-31
renault,clio,650.00,2004,230000,48,diesel,2020-05-12
renault,clio,650.00,2003,172000,45,petrol,2020-07-12
renault,clio,650.00,2001,200000,72,petrol,2020-07-10
renault,clio,650.00,2003,175000,48,diesel,2020-05-31
renault,clio,650.00,2006,220000,55,petrol,2020-08-27
renault,clio,650.00,2004,265500,60,diesel,2020-06-23
renault,clio,650.00,2000,174000,72,petrol,2020-08-21
renault,clio,650.00,2001,195833,72,petrol,2020-06-29
renault,clio,650.00,2002,280000,72,petrol,2020-05-05
renault,clio,650.00,2005,257,48,diesel,2020-09-02
renault,clio,650.00,2000,174000,72,petrol,2020-09-08
renault,clio,650.00,2004,178600,55,petrol,2020-09-05
renault,clio,650.00,2004,220000,60,diesel,2020-05-25
renault,clio,650.00,2004,220850,60,diesel,2020-06-05
renault,clio,650.00,2003,227876,48,diesel,2020-08-23
renault,clio,650.00,2004,239000,43,petrol,2020-10-08
renault,clio,650.00,2004,266000,48,diesel,2020-04-27
renault,clio,650.00,2002,242204,55,petrol,2020-06-23
renault,clio,650.00,2005,206000,60,diesel,2020-06-01
renault,clio,650.00,2006,198000,55,petrol,2020-07-19
renault,clio,650.00,2003,142670,55,petrol,2020-08-25
renault,clio,650.00,2004,194500,55,petrol,2020-08-13
renault,clio,650.00,2003,166000,55,petrol,2020-05-29
renault,clio,650.00,2003,192349,43,petrol,2020-05-24
renault,clio,650.00,2003,230000,60,diesel,2020-09-06
renault,clio,650.00,2002,239000,55,petrol,2020-05-07
renault,clio,650.00,2003,160000,43,petrol,2020-05-22
renault,clio,650.00,2001,137000,43,petrol,2020-05-09
renault,clio,650.00,2004,272000,48,diesel,2020-05-11
renault,clio,650.00,2000,222220,43,petrol,2020-06-04
renault,clio,650.00,2003,208000,55,petrol,2020-04-26
renault,clio,650.00,2002,229000,43,petrol,2020-05-08
renault,clio,650.00,2000,106000,43,petrol,2020-07-27
renault,clio,650.00,2002,195000,55,petrol,2020-05-21
renault,clio,650.00,2000,129030,72,petrol,2020-05-02
renault,clio,650.00,2003,177780,60,diesel,2020-05-24
renault,clio,650.00,2001,195000,55,petrol,2020-09-02
renault,clio,650.00,2004,263000,60,diesel,2020-07-20
renault,clio,650.00,2003,194000,55,petrol,2020-08-28
renault,clio,650.00,2003,190500,55,petrol,2020-05-26
renault,clio,650.00,2002,270000,55,petrol,2020-08-04
renault,clio,650.00,2002,168000,55,petrol,2020-08-11
renault,clio,650.00,2002,244000,48,diesel,2020-06-28
renault,clio,650.00,2003,218000,55,petrol,2020-07-14
renault,clio,650.00,2002,230000,55,petrol,2020-10-04
renault,clio,650.00,2001,198000,43,petrol,2020-10-02
renault,clio,650.00,2003,194230,55,petrol,2020-08-16
renault,clio,650.00,2002,214000,72,petrol,2020-09-30
renault,clio,650.00,2004,270000,55,petrol,2020-06-01
renault,clio,650.00,2002,154000,55,petrol,2020-05-19
renault,clio,650.00,1999,110000,43,petrol,2020-09-26
renault,clio,650.00,2003,230000,55,petrol,2020-05-09
renault,clio,660.00,2003,188150,55,petrol,2020-10-02
renault,clio,660.00,2004,245040,48,diesel,2020-04-29
renault,clio,666.00,2002,231000,55,petrol,2020-05-05
renault,clio,666.00,2004,245000,48,diesel,2020-06-10
renault,clio,670.00,2002,199643,55,petrol,2020-05-15
renault,clio,670.00,1998,107000,66,petrol,2020-05-11
renault,clio,670.00,2003,179000,55,petrol,2020-04-26
renault,clio,670.00,2006,220000,48,diesel,2020-06-04
renault,clio,670.00,2006,220000,48,diesel,2020-06-02
renault,clio,670.00,2006,220000,48,diesel,2020-06-01
renault,clio,670.00,2003,75,55,petrol,2020-06-24
renault,clio,670.00,2006,220000,48,diesel,2020-06-07
renault,clio,670.00,2005,185000,48,diesel,2020-06-26
renault,clio,680.00,2004,220000,43,petrol,2020-06-21
renault,clio,680.00,2002,225000,55,petrol,2020-06-13
renault,clio,680.00,2001,132000,72,petrol,2020-05-04
renault,clio,680.00,2003,183000,55,petrol,2020-09-25
renault,clio,680.00,2002,230000,55,petrol,2020-06-21
renault,clio,680.00,2003,188100,55,petrol,2020-09-28
renault,clio,680.00,2003,183000,55,petrol,2020-09-23
renault,clio,680.00,2001,194000,55,petrol,2020-10-07
renault,clio,680.00,2006,20300,50,diesel,2020-05-02
renault,clio,680.00,2005,24000,55,petrol,2020-05-06
renault,clio,680.00,2003,187000,55,petrol,2020-09-29
renault,clio,680.00,2003,187000,55,petrol,2020-09-27
renault,clio,680.00,2004,220000,43,petrol,2020-06-20
renault,clio,680.00,2004,233000,60,diesel,2020-06-28
renault,clio,680.00,2003,188150,55,petrol,2020-10-05
renault,clio,680.00,2002,225000,55,petrol,2020-06-11
renault,clio,685.00,2007,137220,43,petrol,2020-07-28
renault,clio,688.00,2002,122000,55,petrol,2020-08-13
renault,clio,690.00,2002,167000,55,petrol,2020-05-18
renault,clio,690.00,2003,177000,55,petrol,2020-05-31
renault,clio,690.00,2003,268000,48,diesel,2020-08-27
renault,clio,690.00,2004,222800,60,diesel,2020-08-12
renault,clio,690.00,2002,250000,72,petrol,2020-09-27
renault,clio,690.00,2003,250000,55,petrol,2020-05-11
renault,clio,690.00,2004,270000,48,diesel,2020-06-10
renault,clio,690.00,2004,240000,55,petrol,2020-06-22
renault,clio,690.00,2005,175000,55,petrol,2020-05-18
renault,clio,690.00,2002,158000,55,petrol,2020-05-04
renault,clio,690.00,2003,268000,48,diesel,2020-08-27
renault,clio,690.00,2004,245100,55,petrol,2020-10-03
renault,clio,695.00,2020,223000,63,diesel,2020-10-03
renault,clio,699.00,2001,200000,72,petrol,2020-07-12
renault,clio,699.00,2003,150000,55,petrol,2020-09-17
renault,clio,699.00,2002,150000,55,petrol,2020-09-09
renault,clio,700.00,2001,157814,72,petrol,2020-05-15
renault,clio,700.00,2003,240000,60,diesel,2020-09-11
renault,clio,700.00,1999,169478,43,petrol,2020-09-15
renault,clio,700.00,2005,280000,60,diesel,2020-05-24
renault,clio,700.00,2002,180000,55,petrol,2020-04-26
renault,clio,700.00,2005,240000,48,diesel,2020-08-17
renault,clio,700.00,2004,172000,72,petrol,2020-09-19
renault,clio,700.00,1996,77650,43,petrol,2020-10-08
renault,clio,700.00,2006,206958,55,petrol,2020-05-18
renault,clio,700.00,2005,306000,48,diesel,2020-06-13
renault,clio,700.00,2004,131000,61,diesel,2020-04-14
renault,clio,700.00,2003,188800,55,petrol,2020-09-26
renault,clio,700.00,2006,157000,43,petrol,2020-09-29
renault,clio,700.00,2004,30000,55,petrol,2020-04-30
renault,clio,700.00,2001,95000,43,petrol,2020-09-25
renault,clio,700.00,2003,137000,55,petrol,2020-05-09
renault,clio,700.00,2002,199643,55,petrol,2020-05-08
renault,clio,700.00,2002,96000,43,petrol,2020-06-05
renault,clio,700.00,2002,102197,55,petrol,2020-04-29
renault,clio,700.00,2008,128989,55,petrol,2020-09-20
renault,clio,700.00,2002,212700,55,petrol,2020-05-06
renault,clio,700.00,2003,154000,60,diesel,2020-09-17
renault,clio,700.00,2003,137000,55,petrol,2020-09-15
renault,clio,700.00,2004,145045,55,petrol,2020-05-12
renault,clio,700.00,2002,242204,55,petrol,2020-06-13
renault,clio,700.00,2003,225200,48,diesel,2020-09-05
renault,clio,700.00,2003,161000,55,petrol,2020-08-10
renault,clio,700.00,2001,137000,55,petrol,2020-09-02
renault,clio,700.00,2004,99,73,petrol,2020-05-06
renault,clio,700.00,2005,251000,48,diesel,2020-08-31
renault,clio,700.00,2007,232000,50,diesel,2020-09-05
renault,clio,700.00,2002,170000,43,petrol,2020-07-20
renault,clio,700.00,2003,195000,43,petrol,2020-05-08
renault,clio,700.00,2006,255000,50,diesel,2020-08-18
renault,clio,700.00,2001,244000,79,petrol,2020-08-18
