make,model,price,year,kilometers,kilowatts,engine_type,created_at
renault,clio,1000.00,2003,180000,55,petrol,2020-07-12
renault,clio,1000.00,2003,155000,60,diesel,2020-08-21
renault,clio,1000.00,2004,230000,48,diesel,2020-06-20
renault,clio,1000.00,2001,130000,48,diesel,2020-07-15
renault,clio,1000.00,2004,172000,60,diesel,2020-06-29
renault,clio,1000.00,2006,185000,72,petrol,2020-09-18
renault,clio,1000.00,2007,269000,55,petrol,2020-09-03
renault,clio,1029.00,2007,75,55,petrol,2020-06-14
renault,clio,1030.00,2003,186000,48,diesel,2020-08-26
renault,clio,1030.00,2006,165000,50,diesel,2020-05-31
renault,clio,1050.00,2004,92000,55,petrol,2020-05-18
renault,clio,1050.00,2003,60500,55,petrol,2020-08-06
renault,clio,1050.00,1995,79000,43,petrol,2020-07-22
renault,clio,1050.00,2003,136000,55,petrol,2020-08-18
renault,clio,1050.00,2005,174202,55,petrol,2020-09-08
renault,clio,1050.00,2004,163237,55,petrol,2020-05-01
renault,clio,1050.00,2005,184000,55,petrol,2020-09-30
renault,clio,1050.00,2003,186195,55,petrol,2020-07-07
renault,clio,1050.00,2005,156000,55,petrol,2020-09-26
renault,clio,1050.00,2005,184000,55,petrol,2020-10-07
renault,clio,1050.00,2004,200000,55,petrol,2020-09-22
renault,clio,1050.00,2004,136000,43,petrol,2020-07-07
renault,clio,1050.00,2002,165000,48,diesel,2020-05-22
renault,clio,1050.00,2002,49640,55,petrol,2020-06-07
renault,clio,1050.00,2005,200000,61,diesel,2020-05-17
renault,clio,1050.00,2003,91700,72,petrol,2020-05-02
renault,clio,1050.00,2005,157000,55,petrol,2020-10-08
renault,clio,1050.00,2005,217000,55,petrol,2020-09-07
renault,clio,1050.00,2007,213000,55,petrol,2020-06-16
renault,clio,1050.00,2002,94385,55,petrol,2020-06-25
renault,clio,1050.00,2003,106000,55,petrol,2020-09-08
renault,clio,1050.00,2005,184000,55,petrol,2020-10-02
renault,clio,1050.00,2003,98000,55,petrol,2020-08-20
renault,clio,1050.00,2003,165086,55,petrol,2020-08-03
renault,clio,1050.00,2003,100000,43,petrol,2020-07-25
renault,clio,1050.00,2003,163000,55,petrol,2020-05-09
renault,clio,1070.00,2004,220000,72,petrol,2020-05-02
renault,clio,1080.00,2003,158460,72,petrol,2020-07-12
renault,clio,1090.00,2003,114000,55,petrol,2020-06-10
renault,clio,1090.00,2005,123500,55,petrol,2020-08-17
renault,clio,1090.00,2003,114129,55,petrol,2020-05-28
renault,clio,1090.00,2004,144000,55,petrol,2020-08-26
renault,clio,1090.00,2000,52000,43,petrol,2020-07-26
renault,clio,1090.00,2003,114129,55,petrol,2020-05-24
renault,clio,1090.00,2003,114000,55,petrol,2020-06-30
renault,clio,1090.00,2004,236000,74,diesel,2020-07-20
renault,clio,1090.00,2003,114000,55,petrol,2020-06-11
renault,clio,1090.00,2004,136000,55,petrol,2020-07-06
renault,clio,1099.00,2006,279000,50,diesel,2020-05-19
renault,clio,1099.00,2004,200000,55,petrol,2020-09-24
renault,clio,1100.00,2006,152000,55,petrol,2020-07-27
renault,clio,1100.00,2006,225000,63,diesel,2020-08-13
renault,clio,1100.00,2006,160000,55,petrol,2020-05-07
renault,clio,1100.00,2004,133000,55,petrol,2020-07-10
renault,clio,1100.00,2001,156560,79,petrol,2020-08-22
renault,clio,1100.00,2007,213000,55,petrol,2020-07-14
renault,clio,1100.00,2004,235000,60,diesel,2020-07-20
renault,clio,1100.00,2008,100000,55,petrol,2020-07-16
renault,clio,1100.00,2001,98,72,petrol,2020-06-03
renault,clio,1100.00,2002,113000,55,petrol,2020-06-28
renault,clio,1100.00,2005,181000,50,diesel,2020-07-18
renault,clio,1100.00,2003,180000,55,petrol,2020-08-10
renault,clio,1100.00,2004,144000,55,petrol,2020-08-24
renault,clio,1100.00,2004,87000,55,petrol,2020-09-04
renault,clio,1100.00,2006,160000,55,petrol,2020-05-16
renault,clio,1100.00,2002,90000,40,petrol,2020-05-22
renault,clio,1100.00,2006,181000,55,petrol,2020-04-27
renault,clio,1100.00,2003,122000,55,petrol,2020-05-24
renault,clio,1100.00,2006,175000,72,petrol,2020-08-29
renault,clio,1100.00,2002,154200,72,petrol,2020-05-25
renault,clio,1100.00,2004,200000,55,petrol,2020-06-30
renault,clio,1100.00,2005,140000,55,petrol,2020-06-10
renault,clio,1100.00,2005,163000,72,petrol,2020-05-05
renault,clio,1100.00,2004,162000,60,diesel,2020-09-23
renault,clio,1100.00,2002,113000,55,petrol,2020-06-25
renault,clio,1100.00,2005,196000,43,petrol,2020-06-04
renault,clio,1100.00,2006,260000,55,petrol,2020-05-25
renault,clio,1100.00,2006,75,55,petrol,2020-05-04
renault,clio,1100.00,2007,178000,55,petrol,2020-09-20
renault,clio,1100.00,2003,92000,55,petrol,2020-06-14
renault,clio,1100.00,2005,265100,85,petrol,2020-06-17
renault,clio,1100.00,2006,185000,55,petrol,2020-10-04
renault,clio,1100.00,2007,200000,43,petrol,2020-05-04
renault,clio,1100.00,2005,151000,55,petrol,2020-10-03
renault,clio,1100.00,2004,198000,55,petrol,2020-05-27
renault,clio,1100.00,2003,154000,60,diesel,2020-07-28
renault,clio,1100.00,2003,150000,60,diesel,2020-10-05
renault,clio,1100.00,2007,200000,43,petrol,2020-06-19
renault,clio,1100.00,2004,161100,60,diesel,2020-05-02
renault,clio,1100.00,2006,180070,55,petrol,2020-08-29
renault,clio,1100.00,2004,180000,72,petrol,2020-07-29
renault,clio,1100.00,2006,147000,55,petrol,2020-07-13
renault,clio,1100.00,2005,110500,43,petrol,2020-08-08
renault,clio,1100.00,2004,155000,60,diesel,2020-09-14
renault,clio,1100.00,2005,130000,55,petrol,2020-08-14
renault,clio,1100.00,2005,2,60,diesel,2020-09-01
renault,clio,1110.00,2007,220000,43,petrol,2020-09-08
renault,clio,1111.00,2002,215000,60,diesel,2020-05-07
renault,clio,1130.00,2006,189500,55,petrol,2020-08-01
renault,clio,1140.00,2005,192000,43,petrol,2020-09-28
renault,clio,1140.00,2006,158000,55,petrol,2020-08-21
renault,clio,1150.00,2003,120000,55,petrol,2020-07-21
renault,clio,1150.00,2005,181000,50,diesel,2020-07-08
renault,clio,1150.00,2003,142000,55,petrol,2020-09-10
renault,clio,1150.00,2007,170400,43,petrol,2020-05-16
renault,clio,1150.00,2003,241000,60,diesel,2020-06-05
renault,clio,1150.00,2004,181000,55,petrol,2020-07-26
renault,clio,1150.00,2004,290100,60,diesel,2020-05-08
renault,clio,1150.00,2003,184000,55,petrol,2020-06-21
renault,clio,1150.00,2007,183875,55,petrol,2020-08-06
renault,clio,1150.00,2005,155000,55,petrol,2020-09-30
renault,clio,1150.00,2006,110000,55,petrol,2020-06-30
renault,clio,1150.00,2007,200000,55,petrol,2020-08-01
renault,clio,1150.00,2006,250000,55,petrol,2020-05-09
renault,clio,1150.00,2005,270000,60,diesel,2020-07-07
renault,clio,1150.00,2007,229000,50,diesel,2020-05-22
renault,clio,1150.00,2004,167000,60,diesel,2020-09-20
renault,clio,1150.00,2005,75,55,petrol,2020-04-27
renault,clio,1150.00,2007,205000,55,petrol,2020-09-24
renault,clio,1150.00,2005,142000,55,petrol,2020-09-03
renault,clio,1150.00,2006,230000,72,petrol,2020-05-18
renault,clio,1150.00,2005,240000,48,diesel,2020-06-27
renault,clio,1150.00,2003,216000,55,petrol,2020-08-13
renault,clio,1160.00,2004,180000,60,diesel,2020-07-20
renault,clio,1170.00,2004,185,75,petrol,2020-06-15
renault,clio,1170.00,2006,159996,55,petrol,2020-06-26
renault,clio,1180.00,2008,203000,55,petrol,2020-09-25
renault,clio,1180.00,2005,216200,55,petrol,2020-05-11
renault,clio,1190.00,2004,160000,55,petrol,2020-07-31
renault,clio,1190.00,2003,120000,55,petrol,2020-06-24
renault,clio,1190.00,2004,130800,72,petrol,2020-06-27
renault,clio,1190.00,2009,181000,43,petrol,2020-05-18
renault,clio,1190.00,2007,205000,43,petrol,2020-08-04
renault,clio,1190.00,2005,135000,55,petrol,2020-06-15
renault,clio,1190.00,2003,98000,55,petrol,2020-05-12
renault,clio,1190.00,2005,135000,55,petrol,2020-06-17
renault,clio,1190.00,2002,216400,72,petrol,2020-09-16
renault,clio,1190.00,2006,419480,43,petrol,2020-08-17
renault,clio,1190.00,2000,52000,43,petrol,2020-07-12
renault,clio,1190.00,2004,160000,55,petrol,2020-09-05
renault,clio,1190.00,2000,52000,43,petrol,2020-07-09
renault,clio,1190.00,2004,160000,55,diesel,2020-08-23
renault,clio,1190.00,2004,130800,72,petrol,2020-06-29
renault,clio,1190.00,2004,130800,72,petrol,2020-06-27
renault,clio,1190.00,2004,130800,72,petrol,2020-06-28
renault,clio,1190.00,2004,170000,55,petrol,2020-06-12
renault,clio,1190.00,2004,130800,72,petrol,2020-06-28
renault,clio,1190.00,2002,216400,72,petrol,2020-09-14
renault,clio,1199.00,2006,148000,55,petrol,2020-08-19
renault,clio,1199.00,2004,220000,48,diesel,2020-05-24
renault,clio,1199.00,2009,297000,55,petrol,2020-05-27
renault,clio,1199.00,2003,98800,55,petrol,2020-05-03
renault,clio,1199.00,2007,171000,43,petrol,2020-07-21
renault,clio,1200.00,2006,279000,50,diesel,2020-05-17
renault,clio,1200.00,2004,109000,43,petrol,2020-06-24
renault,clio,1200.00,2006,197000,41,petrol,2020-08-16
renault,clio,1200.00,2005,194000,56,petrol,2020-05-08
renault,clio,1200.00,2004,180000,55,petrol,2020-08-06
renault,clio,1200.00,2007,170400,43,petrol,2020-05-19
renault,clio,1200.00,2003,152000,72,petrol,2020-08-18
renault,clio,1200.00,2005,180700,55,petrol,2020-05-23
renault,clio,1200.00,2008,130000,43,petrol,2020-06-23
renault,clio,1200.00,2004,139200,55,petrol,2020-06-24
renault,clio,1200.00,2004,177400,55,petrol,2020-09-23
renault,clio,1200.00,2007,199000,50,diesel,2020-05-26
renault,clio,1200.00,2003,199621,48,diesel,2020-05-30
renault,clio,1200.00,2006,113000,55,petrol,2020-07-28
renault,clio,1200.00,2008,184000,74,petrol,2020-05-20
renault,clio,1200.00,2006,102000,43,petrol,2020-05-18
renault,clio,1200.00,2007,195000,55,petrol,2020-05-20
renault,clio,1200.00,2004,108000,72,petrol,2020-05-28
renault,clio,1200.00,2004,125611,60,diesel,2020-05-29
renault,clio,1200.00,2004,123000,55,petrol,2020-08-28
renault,clio,1200.00,2005,210000,72,petrol,2020-09-22
renault,clio,1200.00,2003,122800,72,petrol,2020-08-18
renault,clio,1200.00,2004,194600,60,diesel,2020-05-30
renault,clio,1200.00,2004,162630,55,petrol,2020-05-11
renault,clio,1200.00,2007,215000,55,petrol,2020-10-04
renault,clio,1200.00,2006,164642,55,petrol,2020-06-01
renault,clio,1200.00,2003,268000,48,diesel,2020-05-14
renault,clio,1200.00,2004,162630,55,petrol,2020-05-12
renault,clio,1200.00,2005,129000,55,petrol,2020-08-04
renault,clio,1200.00,2007,222000,55,petrol,2020-05-21
renault,clio,1200.00,2004,144000,14,petrol,2020-06-12
renault,clio,1200.00,2006,113000,55,petrol,2020-09-01
renault,clio,1200.00,2004,166000,48,diesel,2020-09-30
renault,clio,1200.00,2006,186286,43,petrol,2020-10-06
renault,clio,1200.00,2006,120000,48,petrol,2020-07-20
renault,clio,1200.00,2005,229000,72,petrol,2020-10-05
renault,clio,1200.00,2004,209350,60,diesel,2020-07-08
renault,clio,1200.00,2006,124000,55,petrol,2020-05-29
renault,clio,1200.00,2005,172000,60,diesel,2020-08-01
renault,clio,1200.00,2005,280000,48,diesel,2020-05-16
renault,clio,1200.00,2006,86,63,diesel,2020-06-20
renault,clio,1200.00,2004,162540,55,petrol,2020-05-16
renault,clio,1200.00,2007,157000,55,petrol,2020-08-03
renault,clio,1210.00,2005,193000,56,petrol,2020-05-26
renault,clio,1230.00,2003,113000,55,petrol,2020-05-04
renault,clio,1249.00,2005,143121,43,petrol,2020-06-12
renault,clio,1250.00,2005,129212,55,petrol,2020-08-04
renault,clio,1250.00,2006,126464,43,petrol,2020-04-26
renault,clio,1250.00,2003,92861,72,petrol,2020-08-09
renault,clio,1250.00,2006,182000,55,petrol,2020-05-28
renault,clio,1250.00,2008,243000,74,petrol,2020-07-27
renault,clio,1250.00,2007,220183,63,diesel,2020-08-13
renault,clio,1250.00,2004,181000,60,diesel,2020-09-27
renault,clio,1250.00,2003,182000,55,petrol,2020-08-01
renault,clio,1250.00,2006,200000,55,petrol,2020-05-26
renault,clio,1250.00,2003,176000,60,diesel,2020-10-04
renault,clio,1250.00,2002,82,60,diesel,2020-05-12
renault,clio,1250.00,2002,95971,72,petrol,2020-09-09
renault,clio,1250.00,2004,175000,48,diesel,2020-07-13
renault,clio,1250.00,2008,218000,74,petrol,2020-08-18
renault,clio,1250.00,2006,200000,55,petrol,2020-05-24
renault,clio,1250.00,2005,137000,43,petrol,2020-05-15
renault,clio,1250.00,2004,227000,60,diesel,2020-06-18
renault,clio,1250.00,2009,163000,55,petrol,2020-08-02
renault,clio,1250.00,2008,218000,74,petrol,2020-07-30
renault,clio,1250.00,2003,138000,55,petrol,2020-09-07
renault,clio,1250.00,2006,187000,55,petrol,2020-10-08
renault,clio,1250.00,2007,127000,55,petrol,2020-08-02
renault,clio,1250.00,2007,213000,55,petrol,2020-07-07
renault,clio,1250.00,2006,165397,72,petrol,2020-06-27
renault,clio,1250.00,2006,140937,43,petrol,2020-08-26
renault,clio,1270.00,2007,118000,43,petrol,2020-09-27
renault,clio,1270.00,2008,243000,74,petrol,2020-07-21
renault,clio,1270.00,2008,243000,74,petrol,2020-07-14
renault,clio,1270.00,2008,243000,74,petrol,2020-07-12
renault,clio,1280.00,2004,99000,55,petrol,2020-08-27
renault,clio,1280.00,2007,205000,43,petrol,2020-07-13
renault,clio,1290.00,2007,200000,55,petrol,2020-07-14
renault,clio,1290.00,2006,155000,50,diesel,2020-09-17
renault,clio,1290.00,2004,130800,72,petrol,2020-06-25
renault,clio,1290.00,2010,224000,43,petrol,2020-05-29
renault,clio,1290.00,2004,174200,72,petrol,2020-06-10
renault,clio,1290.00,2005,136000,43,petrol,2020-05-08
renault,clio,1290.00,2004,130800,72,petrol,2020-06-23
renault,clio,1290.00,2004,124888,55,petrol,2020-07-12
renault,clio,1290.00,2003,185000,55,petrol,2020-07-19
renault,clio,1290.00,2005,155300,48,diesel,2020-08-20
renault,clio,1290.00,2004,172000,72,petrol,2020-09-29
renault,clio,1290.00,2004,130000,55,petrol,2020-04-25
renault,clio,1290.00,2009,181000,43,petrol,2020-04-29
renault,clio,1290.00,2004,237000,74,diesel,2020-08-03
renault,clio,1290.00,2008,165000,43,petrol,2020-07-25
renault,clio,1299.00,2009,163500,55,petrol,2020-05-24
renault,clio,1299.00,2008,75,55,petrol,2020-06-21
renault,clio,1299.00,2008,177643,43,petrol,2020-06-14
renault,clio,1299.00,2008,177643,55,petrol,2020-06-18
renault,clio,1299.00,2008,177643,55,petrol,2020-06-26
renault,clio,1300.00,2005,165000,60,diesel,2020-08-24
renault,clio,1300.00,2007,199000,55,petrol,2020-07-20
renault,clio,1300.00,2004,158000,55,petrol,2020-09-19
renault,clio,1300.00,2007,174000,55,petrol,2020-05-07
renault,clio,1300.00,2007,217000,55,petrol,2020-06-29
renault,clio,1300.00,2008,196000,55,petrol,2020-05-31
renault,clio,1300.00,2005,166880,72,petrol,2020-09-30
renault,clio,1300.00,2006,125000,43,petrol,2020-06-07
renault,clio,1300.00,2011,92726,55,petrol,2020-08-22
renault,clio,1300.00,2004,115000,55,petrol,2020-07-20
renault,clio,1300.00,2006,136000,55,petrol,2020-05-27
renault,clio,1300.00,2003,186195,55,petrol,2020-06-27
renault,clio,1300.00,2003,130789,55,petrol,2020-10-01
renault,clio,1300.00,2004,154000,72,petrol,2020-04-25
renault,clio,1300.00,2006,151705,43,petrol,2020-09-15
renault,clio,1300.00,2008,58,43,petrol,2020-06-10
renault,clio,1300.00,2007,128579,55,petrol,2020-09-17
renault,clio,1300.00,2005,91666,55,petrol,2020-05-27
renault,clio,1300.00,2006,83650,55,petrol,2020-09-09
renault,clio,1300.00,2007,207000,72,petrol,2020-06-16
renault,clio,1300.00,2003,92000,55,petrol,2020-06-07
renault,clio,1300.00,2007,151000,55,petrol,2020-07-20
renault,clio,1300.00,2005,208000,79,petrol,2020-05-22
renault,clio,1300.00,2006,111000,55,petrol,2020-05-29
renault,clio,1300.00,2007,189000,55,petrol,2020-07-07
renault,clio,1300.00,2005,220000,48,diesel,2020-08-31
renault,clio,1300.00,2004,154000,72,petrol,2020-05-13
renault,clio,1300.00,2004,180000,55,petrol,2020-10-07
renault,clio,1320.00,2007,205000,43,petrol,2020-06-27
renault,clio,1330.00,2005,141000,55,petrol,2020-06-15
renault,clio,1333.00,2007,233000,50,diesel,2020-05-18
renault,clio,1340.00,2004,215000,60,diesel,2020-10-05
renault,clio,1349.00,2008,177643,55,petrol,2020-06-04
renault,clio,1349.00,2008,177643,55,petrol,2020-06-08
renault,clio,1349.00,2008,177643,55,petrol,2020-06-01
renault,clio,1349.00,2008,177643,43,petrol,2020-06-11
renault,clio,1350.00,2008,65,48,petrol,2020-06-10
renault,clio,1350.00,2004,148000,55,petrol,2020-07-20
renault,clio,1350.00,2005,166880,72,petrol,2020-09-30
renault,clio,1350.00,2005,166880,72,petrol,2020-09-30
renault,clio,1350.00,2006,167000,72,petrol,2020-06-04
renault,clio,1350.00,2006,160000,72,petrol,2020-06-23
renault,clio,1350.00,2007,311000,50,diesel,2020-08-29
renault,clio,1350.00,2008,136000,55,petrol,2020-08-23
renault,clio,1350.00,2008,106000,43,petrol,2020-07-19
renault,clio,1350.00,2006,192000,43,petrol,2020-08-06
renault,clio,1350.00,2010,224000,43,petrol,2020-05-19
renault,clio,1350.00,2004,237000,74,diesel,2020-07-27
renault,clio,1350.00,2007,195000,43,petrol,2020-04-29
renault,clio,1350.00,2006,160000,72,petrol,2020-06-21
renault,clio,1350.00,2006,187933,55,petrol,2020-06-04
renault,clio,1350.00,2007,133000,43,petrol,2020-08-22
renault,clio,1350.00,2006,121000,55,petrol,2020-05-29
renault,clio,1350.00,2005,148000,55,petrol,2020-07-10
renault,clio,1350.00,2004,145000,55,petrol,2020-07-21
renault,clio,1350.00,2006,175000,72,petrol,2020-10-03
renault,clio,1350.00,2007,197000,43,petrol,2020-10-07
renault,clio,1350.00,2007,197000,43,petrol,2020-10-03
renault,clio,1350.00,2005,218000,55,petrol,2020-07-16
renault,clio,1350.00,2007,171700,43,petrol,2020-09-27
renault,clio,1350.00,2005,162965,72,petrol,2020-05-12
renault,clio,1350.00,2004,145650,55,petrol,2020-08-03
renault,clio,1360.00,2004,216000,60,diesel,2020-09-30
renault,clio,1370.00,2004,216000,60,diesel,2020-09-29
renault,clio,1380.00,2004,120000,55,petrol,2020-08-26
renault,clio,1380.00,2008,203000,55,petrol,2020-08-30
renault,clio,1380.00,2008,203000,55,petrol,2020-08-10
renault,clio,1380.00,2008,203000,55,petrol,2020-09-17
renault,clio,1380.00,2008,203000,55,petrol,2020-09-20
renault,clio,1380.00,2008,203000,55,petrol,2020-08-04
renault,clio,1380.00,2008,203000,55,petrol,2020-08-07
renault,clio,1380.00,2002,113000,55,petrol,2020-06-17
renault,clio,1380.00,2008,203000,55,petrol,2020-08-23
renault,clio,1380.00,2008,203000,55,petrol,2020-08-20
renault,clio,1380.00,2008,203000,55,petrol,2020-08-27
renault,clio,1380.00,2004,120000,55,petrol,2020-08-12
renault,clio,1380.00,2008,203000,55,petrol,2020-08-17
renault,clio,1380.00,2002,182500,79,petrol,2020-05-18
renault,clio,1380.00,2002,113000,55,petrol,2020-06-21
renault,clio,1380.00,2008,203000,55,petrol,2020-08-12
renault,clio,1380.00,2002,113000,55,petrol,2020-06-14
renault,clio,1380.00,2008,203000,55,petrol,2020-09-23
renault,clio,1389.00,2002,83516,55,petrol,2020-05-01
renault,clio,1390.00,2004,130800,72,petrol,2020-06-20
renault,clio,1390.00,2010,224000,43,petrol,2020-05-15
renault,clio,1390.00,2006,112000,55,petrol,2020-04-29
renault,clio,1390.00,2010,220000,55,petrol,2020-09-29
renault,clio,1390.00,2006,139000,55,petrol,2020-07-26
renault,clio,1390.00,2005,81762,55,petrol,2020-06-11
renault,clio,1390.00,2006,139000,55,petrol,2020-07-30
renault,clio,1390.00,2007,135,55,petrol,2020-09-30
renault,clio,1390.00,2005,200000,55,petrol,2020-06-15
renault,clio,1390.00,2010,224000,43,petrol,2020-05-16
renault,clio,1390.00,2007,205000,72,petrol,2020-06-19
renault,clio,1390.00,2008,123150,55,petrol,2020-06-01
renault,clio,1390.00,2004,130700,72,petrol,2020-06-15
renault,clio,1390.00,2007,200000,55,petrol,2020-05-14
renault,clio,1390.00,2007,115100,55,petrol,2020-10-02
renault,clio,1390.00,2006,68,50,diesel,2020-06-03
renault,clio,1399.00,2010,220000,55,petrol,2020-09-13
renault,clio,1400.00,2006,165200,50,diesel,2020-06-29
renault,clio,1400.00,2004,93000,55,petrol,2020-05-17
renault,clio,1400.00,2011,169000,55,petrol,2020-09-03
renault,clio,1400.00,2004,76269,55,petrol,2020-08-14
renault,clio,1400.00,2008,169500,55,petrol,2020-08-19
renault,clio,1400.00,2008,81563,55,petrol,2020-07-17
renault,clio,1400.00,2007,138000,48,petrol,2020-05-01
renault,clio,1400.00,2007,180000,63,diesel,2020-07-21
renault,clio,1400.00,2007,167468,43,petrol,2020-05-02
renault,clio,1400.00,2004,75000,55,petrol,2020-09-04
renault,clio,1400.00,2003,171000,48,diesel,2020-05-08
renault,clio,1400.00,2007,189000,43,petrol,2020-09-29
renault,clio,1400.00,2006,175055,55,petrol,2020-08-11
renault,clio,1400.00,2003,113000,55,petrol,2020-04-26
renault,clio,1400.00,2006,187000,48,petrol,2020-06-03
renault,clio,1400.00,2008,160000,55,petrol,2020-07-29
renault,clio,1400.00,2007,189000,43,petrol,2020-09-26
renault,clio,1400.00,2008,260000,74,petrol,2020-09-09
renault,clio,1400.00,2007,189000,43,petrol,2020-10-01
renault,clio,1400.00,2006,194000,72,petrol,2020-07-12
renault,clio,1400.00,2003,150000,55,petrol,2020-10-05
renault,clio,1400.00,2006,286700,55,petrol,2020-08-03
renault,clio,1400.00,2003,92000,55,petrol,2020-06-05
renault,clio,1400.00,2006,112000,48,petrol,2020-06-13
renault,clio,1400.00,2007,189000,43,petrol,2020-09-25
renault,clio,1400.00,2004,90000,55,petrol,2020-08-06
renault,clio,1400.00,2007,102300,43,petrol,2020-05-23
renault,clio,1400.00,2004,216000,60,diesel,2020-09-28
renault,clio,1400.00,2009,40578,43,petrol,2020-05-18
renault,clio,1400.00,2007,149000,55,petrol,2020-07-08
renault,clio,1400.00,2005,168000,60,diesel,2020-05-24
renault,clio,1400.00,2006,188000,72,petrol,2020-05-31
renault,clio,1400.00,2007,124000,72,petrol,2020-09-20
renault,clio,1400.00,2004,75000,55,petrol,2020-09-07
renault,clio,1400.00,2005,164560,60,diesel,2020-08-02
renault,clio,1400.00,2006,167000,43,petrol,2020-08-27
renault,clio,1430.00,2003,61038,55,petrol,2020-08-18
renault,clio,1450.00,2004,127500,55,petrol,2020-06-04
renault,clio,1450.00,2006,180000,55,petrol,2020-08-04
renault,clio,1450.00,2004,127500,55,petrol,2020-05-28
renault,clio,1450.00,2004,127500,55,petrol,2020-06-25
renault,clio,1450.00,2003,92000,55,petrol,2020-05-21
renault,clio,1450.00,2003,92000,55,petrol,2020-05-29
renault,clio,1450.00,2004,127500,55,petrol,2020-05-30
renault,clio,1450.00,2006,192000,50,diesel,2020-09-02
renault,clio,1450.00,2010,224000,43,petrol,2020-06-04
renault,clio,1450.00,2006,199940,72,petrol,2020-07-13
renault,clio,1450.00,2006,166000,43,petrol,2020-08-06
renault,clio,1450.00,2007,176000,43,petrol,2020-07-18
renault,clio,1450.00,2005,173000,55,petrol,2020-05-05
renault,clio,1450.00,2006,156000,55,petrol,2020-07-19
renault,clio,1450.00,2007,233000,50,diesel,2020-05-09
renault,clio,1450.00,2005,230000,55,petrol,2020-05-12
renault,clio,1450.00,2006,166000,55,petrol,2020-08-16
renault,clio,1450.00,2004,240000,72,petrol,2020-10-03
renault,clio,1450.00,2006,150000,55,petrol,2020-06-03
renault,clio,1450.00,2007,189000,43,petrol,2020-09-23
renault,clio,1450.00,2007,197000,43,petrol,2020-09-26
renault,clio,1450.00,2007,71946,55,petrol,2020-05-28
renault,clio,1450.00,2008,181000,55,petrol,2020-09-06
renault,clio,1450.00,2007,143000,55,petrol,2020-06-12
renault,clio,1450.00,2006,166000,55,petrol,2020-07-31
renault,clio,1450.00,2005,173000,55,petrol,2020-05-16
renault,clio,1450.00,2006,80000,43,petrol,2020-08-04
renault,clio,1450.00,2004,85188,55,petrol,2020-06-21
renault,clio,1480.00,2005,58,43,petrol,2020-04-30
renault,clio,1480.00,2005,158000,43,petrol,2020-05-04
renault,clio,1490.00,2008,164990,43,petrol,2020-07-22
renault,clio,1490.00,2007,160000,55,petrol,2020-06-30
renault,clio,1490.00,2007,170000,55,petrol,2020-08-06
renault,clio,1490.00,2006,135000,43,petrol,2020-07-14
renault,clio,1490.00,2006,80000,43,petrol,2020-08-03
renault,clio,1490.00,2003,97000,55,petrol,2020-08-22
renault,clio,1490.00,2004,130600,72,petrol,2020-06-13
renault,clio,1490.00,2008,400000,74,petrol,2020-10-08
renault,clio,1490.00,2006,117000,43,petrol,2020-07-31
renault,clio,1490.00,2006,125000,43,petrol,2020-06-17
renault,clio,1490.00,2006,148000,43,petrol,2020-05-28
renault,clio,1490.00,2008,196000,50,diesel,2020-05-21
renault,clio,1490.00,2003,192000,60,diesel,2020-04-25
renault,clio,1490.00,2007,136000,43,petrol,2020-09-26
renault,clio,1499.00,2006,189681,50,diesel,2020-06-04
renault,clio,1499.00,2006,177520,55,petrol,2020-07-07
renault,clio,1499.00,2006,189681,50,diesel,2020-06-02
renault,clio,1499.00,2005,132800,55,petrol,2020-10-06
renault,clio,1499.00,2006,189681,50,diesel,2020-06-11
renault,clio,1499.00,2008,176349,55,petrol,2020-05-15
renault,clio,1499.00,2006,189681,50,diesel,2020-06-10
renault,clio,1499.00,2006,112000,55,petrol,2020-07-13
renault,clio,1499.00,2007,185000,55,petrol,2020-08-16
renault,clio,1499.00,2008,198000,50,diesel,2020-05-26
renault,clio,1499.00,2006,189681,50,diesel,2020-05-28
renault,clio,1499.00,2006,177000,55,petrol,2020-09-11
renault,clio,1499.00,2006,189681,50,diesel,2020-05-26
renault,clio,1499.00,2006,189681,50,diesel,2020-06-23
renault,clio,1499.00,2006,189681,50,diesel,2020-05-31
renault,clio,1499.00,2006,177000,55,petrol,2020-08-08
renault,clio,1499.00,2006,189681,50,diesel,2020-06-07
renault,clio,1500.00,2006,187000,55,petrol,2020-05-31
renault,clio,1500.00,2004,155076,55,petrol,2020-06-12
renault,clio,1500.00,2007,234154,55,petrol,2020-08-09
renault,clio,1500.00,2008,191890,43,petrol,2020-08-15
renault,clio,1500.00,2004,211793,79,petrol,2020-09-02
renault,clio,1500.00,2003,237000,60,diesel,2020-09-13
renault,clio,1500.00,2006,170000,55,petrol,2020-10-06
renault,clio,1500.00,2008,109351,55,petrol,2020-09-27
renault,clio,1500.00,2008,285000,50,diesel,2020-08-19
renault,clio,1500.00,2008,200000,50,diesel,2020-09-24
renault,clio,1500.00,2007,230000,50,diesel,2020-09-13
renault,clio,1500.00,2007,171500,43,petrol,2020-09-04
renault,clio,1500.00,2007,156000,55,petrol,2020-08-24
renault,clio,1500.00,2008,70000,43,petrol,2020-09-01
renault,clio,1500.00,2007,110900,55,petrol,2020-09-23
renault,clio,1500.00,2009,150000,55,petrol,2020-09-19
renault,clio,1500.00,2003,100500,55,petrol,2020-09-14
renault,clio,1500.00,2007,80000,55,petrol,2020-09-07
